Rowan Atkinson,"[u'Category:1955 births', u'Category:Actors from County Durham', u'Category:All Wikipedia articles written in British (Oxford) English', u'Category:Alumni of Newcastle University', u""Category:Alumni of The Queen's College, Oxford"", u'Category:Articles with hAudio microformats', u'Category:BAFTA winners (people)', u'Category:British car collectors', u'Category:Commanders of the Order of the British Empire', u'Category:Commons category with local link same as on Wikidata']"
Jeff Cox,"[u'Category:1955 births', u'Category:All stub articles', u'Category:American baseball second baseman stubs', u'Category:Baseball players from California', u'Category:Billings Mustangs managers', u'Category:Chattanooga Lookouts players', u'Category:Chicago White Sox coaches', u'Category:Evansville Triplets players', u'Category:Florida Marlins coaches', u""Category:Jersey City A's players""]"
Tim Burton,"[u'Category:1958 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American expatriates in France', u'Category:American expatriates in the United Kingdom', u'Category:American film directors', u'Category:American film producers', u'Category:American illustrators', u'Category:American male poets', u'Category:American male screenwriters']"
 Stephen A. Miller,
Richard Woodley,
Destin Cretton,"[u'Category:1978 births', u'Category:American film directors', u'Category:American film editors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from Maui', u'Category:Point Loma Nazarene University alumni', u'Category:San Diego State University alumni']"
 Michael McCullers,"[u'Category:1972 births', u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Living people', u'Category:People from Shelby County, Alabama', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Glenn Berger,"[u'Category:1969 births', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:Screenwriting duos']"
Steve Ditko,"[u'Category:1927 births', u'Category:All articles with unsourced statements', u'Category:American comics artists', u'Category:American comics writers', u'Category:American libertarians', u'Category:American people of Slovak descent', u'Category:Articles with unsourced statements from January 2011', u'Category:Atlas Comics', u'Category:CS1 maint: Multiple names: authors list', u'Category:Charlton Comics']"
Sidney Buchman,"[u'Category:1902 births', u'Category:1975 deaths', u'Category:20th-century American businesspeople', u'Category:All articles needing additional references', u'Category:All stub articles', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Lithuanian-Jewish descent', u'Category:American screenwriter stubs', u'Category:Articles needing additional references from October 2015']"
Craig J. Nevius,"[u'Category:All articles with dead external links', u'Category:American male writers', u'Category:Articles with dead external links from May 2013', u'Category:Living people', u'Category:Webarchive template wayback links', u'Category:Writers from Chicago']"
Adam Rockoff,
Tsuyoko Yoshido,
Bonnie MacBird,"[u'Category:20th-century American actresses', u'Category:21st-century American actresses', u'Category:Actresses from California', u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:American film actor stubs', u'Category:American film actresses', u'Category:American screenwriters', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from December 2013']"
Bill Naughton,"[u'Category:1910 births', u'Category:1992 deaths', u'Category:20th-century British dramatists and playwrights', u'Category:English dramatists and playwrights', u'Category:English male dramatists and playwrights', u'Category:People from Bolton', u'Category:Prix Italia winners', u'Category:Proletarian literature', u'Category:Use British English from December 2015', u'Category:Use dmy dates from December 2015']"
Robert Graysmith,"[u'Category:1942 births', u'Category:20th-century American writers', u'Category:21st-century American writers', u'Category:All stub articles', u'Category:American cartoonists', u'Category:American non-fiction crime writers', u'Category:American non-fiction writer stubs', u'Category:Articles with hCards', u'Category:Living people', u'Category:San Francisco Chronicle people']"
Rob Greenberg,"[u'Category:All articles needing additional references', u'Category:All stub articles', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:American television producers', u'Category:American television writer stubs', u'Category:American television writers', u'Category:Articles needing additional references from December 2016', u'Category:Articles with hCards']"
Michael Diliberti,
J. Michael Straczynski,"[u'Category:1954 births', u'Category:21st-century American novelists', u'Category:21st-century American short story writers', u'Category:All articles containing potentially dated statements', u'Category:American atheists', u'Category:American comics writers', u'Category:American horror writers', u'Category:American male journalists', u'Category:American male novelists', u'Category:American male screenwriters']"
Darren Aronofsky,"[u'Category:1969 births', u'Category:AFI Conservatory alumni', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American music video directors', u'Category:Articles with DMOZ links', u'Category:Articles with hCards', u'Category:Camp Rising Sun alumni', u'Category:English-language film directors']"
John Pearson,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Tom Abernathy,"[u'Category:1954 births', u'Category:American expatriate basketball people in Italy', u""Category:American men's basketball players"", u'Category:Articles which use infobox templates with no data rows', u""Category:Basketball players at the 1973 NCAA Men's Division I Final Four"", u""Category:Basketball players at the 1976 NCAA Men's Division I Final Four"", u'Category:Basketball players from Indiana', u'Category:Golden State Warriors players', u""Category:Indiana Hoosiers men's basketball players"", u'Category:Indiana Pacers players']"
Shirley Jackson,"[u'Category:1916 births', u'Category:1965 deaths', u'Category:20th-century American novelists', u'Category:20th-century American short story writers', u'Category:20th-century women writers', u'Category:All articles with specifically marked weasel-worded phrases', u'Category:All articles with unsourced statements', u'Category:American horror writers', u'Category:American women novelists', u'Category:American women short story writers']"
Tim McCanlies,"[u'Category:1953 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:Annie Award winners', u'Category:Articles lacking reliable references from May 2010', u'Category:Articles sourced only by IMDb from May 2010', u'Category:BLP articles lacking sources from May 2010', u'Category:Living people', u'Category:Southern Methodist University alumni', u'Category:Texas A&M University alumni']"
 Drew Goddard,"[u'Category:1975 births', u'Category:American male screenwriters', u'Category:American television producers', u'Category:American television writers', u'Category:Commons category with local link same as on Wikidata', u'Category:Horror film directors', u'Category:Living people', u'Category:Male television writers', u'Category:Pages using ISBN magic links', u'Category:People from Los Alamos County, New Mexico']"
Glenn Standring,"[u'Category:Living people', u'Category:New Zealand film directors', u'Category:New Zealand writers', u'Category:People from Feilding', u'Category:People from Wellington City', u'Category:Place of birth missing (living people)', u'Category:University of Otago alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Ethan Reiff,
Lisa Genova,"[u'Category:1970 births', u'Category:21st-century American novelists', u'Category:21st-century women writers', u'Category:All articles with unsourced statements', u'Category:American neuroscientists', u'Category:American women novelists', u'Category:American women scientists', u'Category:Articles with unsourced statements from January 2014', u'Category:Bates College alumni', u'Category:Harvard Medical School faculty']"
Paul Mazursky,"[u'Category:1930 births', u'Category:2014 deaths', u'Category:American atheists', u'Category:American film directors', u'Category:American male film actors', u'Category:American people of Ukrainian-Jewish descent', u'Category:Articles with hCards', u'Category:Brooklyn College alumni', u'Category:CAS Filmmaker Award honorees', u'Category:Jewish American male actors']"
 Marlon Wayans,"[u'Category:1972 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:African-American comedians', u'Category:African-American film producers', u'Category:African-American male actors', u'Category:African-American television producers', u'Category:American male film actors', u'Category:American male television actors', u'Category:American male voice actors']"
 Ronny Graham,"[u'Category:1919 births', u'Category:1999 deaths', u'Category:20th-century American male actors', u'Category:20th-century American writers', u'Category:American lyricists', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male stage actors', u'Category:American male television actors', u'Category:American male writers']"
James Cameron,"[u'Category:1954 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:Articles with dead external links from June 2016', u'Category:Articles with dead external links from September 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Articles with unsourced statements from December 2009', u'Category:Articles with unsourced statements from July 2015', u'Category:Articles with unsourced statements from June 2016']"
Chris Columbus,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Disambiguation pages']"
Louis Sachar,"[u'Category:1954 births', u'Category:American Jews', u""Category:American children's writers"", u'Category:Antioch College alumni', u'Category:Jewish American writers', u'Category:Living people', u""Category:National Book Award for Young People's Literature winners"", u'Category:Newbery Medal winners', u'Category:People from East Meadow, New York', u'Category:University of California, Berkeley alumni']"
Jean-Claude Van Damme,"[u'Category:1960 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from August 2012', u'Category:BLP articles lacking sources from October 2012', u'Category:Belgian Muay Thai practitioners', u'Category:Belgian bodybuilders', u'Category:Belgian emigrants to the United States', u'Category:Belgian expatriates in the United States']"
Jacob Forman,
Donald Stewart,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Vera Brosgol,"[u'Category:1984 births', u'Category:All stub articles', u'Category:American comics artists', u'Category:American comics writers', u'Category:American webcomic creators', u'Category:Cartoonist stubs', u'Category:Date of birth missing (living people)', u'Category:Female comics artists', u'Category:Living people', u'Category:Russian artists']"
Loretta Lynn,"[u'Category:1932 births', u'Category:20th-century American singers', u'Category:21st-century American singers', u'Category:Age controversies', u'Category:All BLP articles lacking sources', u'Category:All articles lacking reliable references', u'Category:All articles with unsourced statements', u'Category:American country singer-songwriters', u'Category:American female country singers', u'Category:American female guitarists']"
Michael Brandt,"[u'Category:1968 births', u'Category:American male screenwriters', u'Category:Baylor University alumni', u'Category:Living people']"
Robert Kurtzman,"[u'Category:1964 births', u'Category:American film producers', u'Category:American make-up artists', u'Category:American male screenwriters', u'Category:Animatronicists', u'Category:Articles with hCards', u'Category:Horror film directors', u'Category:Living people', u'Category:People from Crawford County, Ohio', u'Category:Special effects people']"
Steven Rogers,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Enrique Urbizu,"[u'Category:1962 births', u'Category:All BLP articles lacking sources', u'Category:All articles needing additional references', u'Category:All articles with unsourced statements', u'Category:Articles needing additional references from October 2015', u'Category:Articles with unsourced statements from October 2015', u'Category:BLP articles lacking sources from October 2015', u'Category:Basque people', u'Category:Best Director Goya Award winners', u'Category:Living people']"
David M. Evans,"[u'Category:1962 births', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from March 2016', u'Category:Living people', u'Category:Loyola Marymount University alumni', u'Category:People from Wilkes-Barre, Pennsylvania', u'Category:Wikipedia articles with BNF identifiers']"
Robb Cullen,"[u'Category:1970 births', u'Category:All articles to be merged', u'Category:All stub articles', u'Category:American male actors', u'Category:American screenwriter stubs', u'Category:American screenwriters', u'Category:American television producers', u'Category:American television writers', u'Category:Articles to be merged from July 2015', u'Category:Articles with hCards']"
David E. Kelley,"[u'Category:1956 births', u'Category:All articles with dead external links', u'Category:American Protestants', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Irish descent', u'Category:American television producers', u'Category:American television writers', u'Category:Articles which contain graphical timelines', u'Category:Articles with dead external links from June 2016']"
 William Goldman,"[u'Category:1931 births', u'Category:20th-century American dramatists and playwrights', u'Category:20th-century American novelists', u'Category:21st-century American dramatists and playwrights', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American Jews', u""Category:American children's writers"", u'Category:American male dramatists and playwrights', u'Category:American male novelists']"
Michael Pye,
 John Gregory Dunne,"[u'Category:1932 births', u'Category:2003 deaths', u'Category:20th-century American novelists', u'Category:All articles needing additional references', u'Category:American literary critics', u'Category:American male novelists', u'Category:American male screenwriters', u'Category:American people of Irish descent', u'Category:Articles needing additional references from April 2010', u'Category:Pages using ISBN magic links']"
Andrew Davis,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Hossein Amini,"[u'Category:1966 births', u'Category:Articles containing Persian-language text', u'Category:Articles with hCards', u'Category:British film directors', u'Category:British male screenwriters', u'Category:Iranian diaspora film people', u'Category:Iranian emigrants to the United Kingdom', u'Category:Living people', u'Category:People from Tehran', u'Category:Wikipedia articles with BNF identifiers']"
 Trey Parker,"[u'Category:1969 births', u'Category:20th-century American male actors', u'Category:20th-century American singers', u'Category:21st-century American male actors', u'Category:21st-century American singers', u'Category:21st-century American writers', u'Category:All Wikipedia articles written in American English', u'Category:American animators', u'Category:American comedy musicians', u'Category:American film directors']"
Marie Brenner,"[u'Category:1949 births', u'Category:American women journalists', u'Category:American women writers', u'Category:Articles with hCards', u'Category:Columbia University faculty', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:Tisch School of the Arts alumni', u'Category:University of Texas at Austin alumni', u'Category:Wikipedia articles with BNF identifiers']"
Oren Uziel,
 Todd Samovitz,
Richard Jessup,"[u'Category:1925 births', u'Category:1982 deaths', u'Category:20th-century American novelists', u'Category:All articles needing additional references', u'Category:American male novelists', u'Category:American male screenwriters', u'Category:American memoirists', u'Category:American spy fiction writers', u'Category:Articles needing additional references from January 2012', u'Category:People from Nokomis, Florida']"
Danny Bilson,"[u'Category:1956 births', u'Category:American comics writers', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:American television producers', u'Category:American video game designers', u'Category:Articles with hCards', u'Category:Jewish American writers', u'Category:Living people']"
Albert Torres,"[u'Category:1990 births', u'Category:All stub articles', u'Category:CS1 Italian-language sources (it)', u'Category:Cycling Archives ID (cyclist) same as Wikidata', u'Category:Cyclists at the 2012 Summer Olympics', u'Category:Living people', u'Category:Olympic cyclists of Spain', u'Category:Spanish cycling biography stubs', u'Category:Spanish male cyclists', u'Category:Sportspeople from Minorca']"
Neil Gaiman,"[u'Category:1960 births', u'Category:20th-century English novelists', u'Category:21st-century British novelists', u'Category:All articles containing potentially dated statements', u'Category:All articles with unsourced statements', u'Category:Articles containing potentially dated statements from 2013', u'Category:Articles containing potentially dated statements from January 2009', u'Category:Articles containing potentially dated statements from June 2015', u'Category:Articles containing video clips', u'Category:Articles with DMOZ links']"
Chuck Barris,"[u'Category:1929 births', u'Category:All articles with unsourced statements', u'Category:American Jews', u'Category:American film directors', u'Category:American game show hosts', u'Category:American male comedians', u'Category:American television producers', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from February 2010']"
Cormac Wibberley,"[u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from May 2014', u'Category:Articles with unsourced statements from September 2013', u'Category:Living people']"
Craig Borten,"[u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:Syracuse University alumni', u'Category:Writers from Pennsylvania', u'Category:Year of birth missing (living people)']"
Gerald Di Pego,"[u'Category:1941 births', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Living people', u'Category:Male television writers', u'Category:Use mdy dates from October 2013', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Mike Werb,"[u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All articles with topics of unclear notability', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television producers', u'Category:American television writers', u'Category:Articles lacking reliable references from October 2008', u'Category:Articles sourced by IMDb from October 2008', u'Category:Articles with topics of unclear notability from October 2008']"
Louis Venosta,
Peter Weir,"[u'Category:1944 births', u'Category:All Wikipedia articles written in Australian English', u'Category:Articles with hCards', u'Category:Australian film directors', u'Category:Best Director BAFTA Award winners', u'Category:Commanders of the Order of Merit of the Republic of Poland', u'Category:English-language film directors', u'Category:European Film Awards winners (people)', u'Category:Living people', u'Category:Members of the Order of Australia']"
Jim Marrs,"[u'Category:1943 births', u'Category:9/11 conspiracy theorists', u'Category:All articles with failed verification', u'Category:American UFO writers', u'Category:American conspiracy theorists', u'Category:American libertarians', u'Category:Articles with failed verification from April 2013', u'Category:Articles with hCards', u'Category:CS1 errors: missing author or editor', u'Category:Conspiracy theories regarding the assassination of John F. Kennedy']"
 Steve Carell,"[u'Category:1962 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All Wikipedia articles written in American English', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:All pages needing factual verification', u'Category:American Roman Catholics', u'Category:American film producers', u'Category:American male comedians']"
 Michael Hirst,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Tim Herlihy,"[u'Category:1966 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All stub articles', u'Category:American film biography stubs', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American male writers', u'Category:Articles with hCards', u'Category:Living people']"
Scott Frank,"[u'Category:1960 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:CS1 errors: external links', u'Category:Edgar Award winners', u'Category:Living people', u'Category:Pages containing links to subscription-only content', u'Category:University of California, Santa Barbara alumni', u'Category:Wikipedia articles with BNF identifiers']"
Tom Stoppard,"[u'Category:1937 births', u'Category:20th-century British dramatists and playwrights', u'Category:21st-century British dramatists and playwrights', u'Category:American Theater Hall of Fame inductees', u'Category:Articles containing Czech-language text', u'Category:Best Original Screenplay Academy Award winners', u'Category:Best Screenplay Golden Globe winners', u'Category:CS1 Czech-language sources (cs)', u'Category:Campaign Against Psychiatric Abuse', u'Category:Commanders of the Order of the British Empire']"
Peter Shaffer,"[u'Category:1926 births', u'Category:2016 deaths', u'Category:All articles covered by WikiProject Wikify', u'Category:All articles needing additional references', u'Category:All articles with unsourced statements', u'Category:All pages needing cleanup', u'Category:Alumni of Trinity College, Cambridge', u'Category:American Theater Hall of Fame inductees', u'Category:Articles covered by WikiProject Wikify from November 2014', u'Category:Articles needing additional references from June 2016']"
 Shawn Wayans,"[u'Category:1971 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:African-American male actors', u'Category:African-American male comedians', u'Category:African-American television producers', u'Category:American male film actors', u'Category:American male television actors', u'Category:Articles with hCards', u'Category:Comedians from New York City']"
Lloyd Fonvielle,
 Mitch Glazer,"[u'Category:1953 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American male actors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2015', u'Category:BLP articles lacking sources from March 2011', u'Category:Clark University alumni', u'Category:Living people', u'Category:New York University alumni']"
Michael McCullers,"[u'Category:1972 births', u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Living people', u'Category:People from Shelby County, Alabama', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Gavin O'Connor,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Hawk Ostby,"[u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Screenwriting duos', u'Category:Year of birth missing (living people)']"
Suzanne Collins,"[u'Category:1962 births', u'Category:21st-century American novelists', u'Category:21st-century women writers', u'Category:All Wikipedia articles written in American English', u'Category:American Roman Catholics', u""Category:American children's writers"", u'Category:American science fiction writers', u'Category:American women novelists', u'Category:American writers of young adult literature', u'Category:Commons category with page title same as on Wikidata']"
Tom DeSanto,"[u'Category:1968 births', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:Rutgers University alumni', u'Category:Use mdy dates from October 2013', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Robert Getchell,"[u'Category:1936 births', u'Category:All stub articles', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Living people', u'Category:Screenwriter stubs', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Steven E. de Souza,"[u'Category:1947 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Jamaican descent', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from March 2011', u'Category:Film directors from Pennsylvania']"
Don Dougherty,
Richard Dutcher,"[u'Category:1964 births', u'Category:20th-century Mormon missionaries', u'Category:Actors from Oak Park, Illinois', u'Category:All articles with unsourced statements', u'Category:American Latter Day Saint writers', u'Category:American Mormon missionaries in Mexico', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters']"
Alan B. McElroy,"[u'Category:1960 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All articles with topics of unclear notability', u'Category:All stub articles', u'Category:American comics writers', u'Category:American film director stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American screenwriter stubs']"
Scott Abbott,"[u'Category:20th-century births', u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from September 2015', u'Category:Board game designers', u'Category:Board game stubs', u'Category:Canadian ice hockey biography stubs', u'Category:Canadian racehorse owners and breeders', u'Category:Canadian sportswriters']"
David Sheffield,"[u'Category:1948 births', u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles with hCards', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with LCCN identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Norman Krasna,"[u'Category:1909 births', u'Category:1984 deaths', u'Category:20th-century American businesspeople', u'Category:20th-century American dramatists and playwrights', u'Category:American film directors', u'Category:American film producers', u'Category:American male dramatists and playwrights', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Best Original Screenplay Academy Award winners']"
Tess Morris,"[u'Category:British screenwriters', u'Category:Living people', u'Category:Women in film', u'Category:Women screenwriters', u'Category:Year of birth missing (living people)']"
Christopher Isherwood,"[u'Category:1904 births', u'Category:1986 deaths', u'Category:20th-century American novelists', u'Category:20th-century American short story writers', u'Category:20th-century English novelists', u'Category:All articles needing additional references', u'Category:Alumni of Corpus Christi College, Cambridge', u""Category:Alumni of King's College London"", u'Category:American Hindus', u'Category:American conscientious objectors']"
Christopher Hampton,"[u'Category:1946 births', u'Category:Alumni of New College, Oxford', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Best Adapted Screenplay Academy Award winners', u'Category:British dramatists and playwrights', u'Category:British male writers', u'Category:British translators', u'Category:Commanders of the Order of the British Empire', u'Category:Crystal Simorgh recipients']"
Neil Cuthbert,
Martin Goldsmith,"[u'Category:1913 births', u'Category:1994 deaths', u'Category:20th-century American novelists', u'Category:All stub articles', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:American television writers', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Rick Seaman,
Jake Kasdan,"[u'Category:1974 births', u'Category:American Jews', u'Category:American film directors', u'Category:American male child actors', u'Category:American male film actors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Film directors from Michigan', u'Category:Living people', u'Category:Male actors from Detroit']"
Phil Dale,"[u'Category:1962 births', u'Category:All Wikipedia articles written in Australian English', u'Category:Australian baseball players', u'Category:Living people', u'Category:Minor league baseball players', u'Category:Use Australian English from June 2014', u'Category:Use dmy dates from June 2014', u'Category:Wikipedia articles incorporating text from Bullpen']"
Diana Ossana,"[u'Category:American screenwriters', u'Category:American women screenwriters', u'Category:American writers of Italian descent', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Best Adapted Screenplay Academy Award winners', u'Category:Best Screenplay Golden Globe winners', u'Category:Eastern New Mexico University alumni', u'Category:Golden Globe Award-winning producers', u'Category:Living people']"
Dan Harris,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Lawrence Wright,"[u'Category:1947 births', u'Category:20th-century American dramatists and playwrights', u'Category:20th-century American novelists', u'Category:21st-century American dramatists and playwrights', u'Category:All articles with unsourced statements', u'Category:American University in Cairo alumni', u'Category:American University in Cairo faculty', u'Category:American expatriates in Egypt', u'Category:American investigative journalists', u'Category:American male dramatists and playwrights']"
Thomas Bezucha,"[u'Category:1964 births', u'Category:All stub articles', u'Category:American film director, 1960s birth stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:English-language film directors', u'Category:Gay writers', u'Category:LGBT directors', u'Category:LGBT writers from the United States']"
Terry Gilliam,"[u'Category:1940 births', u'Category:AC with 14 elements', u'Category:Album-cover and concert-poster artists', u'Category:American emigrants to England', u'Category:Articles with German-language external links', u'Category:Articles with hAudio microformats', u'Category:Articles with hCards', u'Category:BAFTA fellows', u'Category:Best Director Empire Award winners', u'Category:British opera directors']"
 Leonard Schrader,"[u'Category:1944 births', u'Category:2006 deaths', u'Category:American Calvinist and Reformed Christians', u'Category:American expatriates in Japan', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American people of Dutch descent', u'Category:Articles with hCards', u'Category:Chapman University faculty', u'Category:Film directors from Michigan']"
James Ellroy,"[u'Category:1948 births', u'Category:20th-century American novelists', u'Category:21st-century American novelists', u'Category:American autobiographers', u'Category:American crime fiction writers', u'Category:American essayists', u'Category:American male essayists', u'Category:American male novelists', u'Category:American male short story writers', u'Category:American mystery novelists']"
 Lee Eisenberg,"[u'Category:1977 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:American television writers', u'Category:Articles lacking reliable references from March 2014', u'Category:Articles sourced only by IMDb from March 2014', u'Category:BLP articles lacking sources from March 2014', u'Category:Connecticut College alumni', u'Category:Living people', u'Category:Male television writers']"
Tony Roche,"[u'Category:1945 births', u'Category:All Wikipedia articles written in Australian English', u'Category:Australian Championships (tennis) champions', u'Category:Australian Championships (tennis) junior champions', u'Category:Australian Members of the Order of the British Empire', u'Category:Australian Open (tennis) champions', u'Category:Australian male tennis players', u'Category:Australian tennis coaches', u'Category:French Championships (tennis) champions', u'Category:French Open champions']"
Earl W. Wallace,"[u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:American male screenwriters', u'Category:American television writers', u'Category:Articles lacking reliable references from March 2013', u'Category:Articles sourced only by IMDb from March 2013', u'Category:BLP articles lacking sources from March 2013', u'Category:Best Original Screenplay Academy Award winners', u'Category:Living people', u'Category:Male television writers']"
William Broyles Jr.,"[u'Category:1940s births', u'Category:1944 births', u'Category:All articles with unsourced statements', u'Category:Alumni of the University of Oxford', u'Category:American male screenwriters', u'Category:American memoirists', u'Category:American military personnel of the Vietnam War', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2009']"
Bill Peet,"[u'Category:1915 births', u'Category:2002 deaths', u'Category:20th-century American writers', u'Category:American animators', u""Category:American children's book illustrators"", u""Category:American children's writers"", u'Category:American illustrators', u'Category:American male screenwriters', u'Category:American male writers', u'Category:American screenwriters']"
Hunter S. Thompson,"[u'Category:1937 births', u'Category:2005 deaths', u'Category:20th-century American journalists', u'Category:20th-century American novelists', u'Category:20th-century American writers', u'Category:21st-century American novelists', u'Category:9/11 conspiracy theorists', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American columnists']"
Peter Krikes,"[u'Category:All stub articles', u'Category:American film biography stubs', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles with hCards', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
