David Lynch,"[u'Category:1946 births', u'Category:AFI Conservatory alumni', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American animators', u'Category:American comic strip cartoonists', u'Category:American experimental filmmakers', u'Category:American experimental musicians', u'Category:American film directors', u'Category:American furniture designers']"
Jonathan Kaplan,"[u'Category:1947 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from November 2015', u'Category:BLP articles lacking sources from November 2015', u'Category:Living people', u'Category:People from Paris']"
Eli Roth,"[u'Category:1972 births', u'Category:21st-century American male actors', u'Category:Actors from Newton, Massachusetts', u'Category:All articles with unsourced statements', u'Category:American expatriates in Chile', u'Category:American film directors', u'Category:American male film actors', u'Category:American people of Austrian-Jewish descent', u'Category:American people of Hungarian-Jewish descent', u'Category:American people of Polish-Jewish descent']"
Bharat Nalluri,"[u'Category:1965 births', u'Category:All stub articles', u'Category:British film directors', u'Category:British people of Indian descent', u'Category:British television biography stubs', u'Category:British television directors', u'Category:Living people', u'Category:People educated at the Royal Grammar School, Newcastle', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Leo McCarey,"[u'Category:1898 births', u'Category:1969 deaths', u'Category:All articles with unsourced statements', u'Category:American Roman Catholics', u'Category:American anti-communists', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from November 2013', u'Category:Best Directing Academy Award winners', u'Category:Best Director Golden Globe winners']"
John Hillcoat,"[u'Category:1961 births', u'Category:ARIA Award winners', u'Category:Articles with hCards', u'Category:Australian expatriates in Canada', u'Category:Australian film directors', u'Category:Australian music video directors', u'Category:Commons category with page title same as on Wikidata', u'Category:English-language film directors', u'Category:Living people', u'Category:People from Hamilton, Ontario']"
 Sam Fell,"[u'Category:1960s births', u'Category:All stub articles', u'Category:Animated film directors', u'Category:Animator stubs', u'Category:Articles with hCards', u'Category:British animators', u'Category:English film directors', u'Category:English male voice actors', u'Category:Living people', u'Category:Pages using infobox person with unknown parameters']"
Arthur Hiller,"[u'Category:1923 births', u'Category:2016 deaths', u'Category:American film directors', u'Category:American people of Jewish descent', u'Category:American people of Polish-Jewish descent', u'Category:American television directors', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with hCards', u'Category:Best Director Golden Globe winners', u'Category:Canadian Broadcasting Corporation people']"
 Richard Stanley,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Interlanguage link template link number']"
Lucas Lowe,
Renny Harlin,"[u'Category:1959 births', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2013', u'Category:English-language film directors', u'Category:Finnish emigrants to the United States', u'Category:Finnish film directors', u'Category:German-language film directors', u'Category:Living people', u'Category:Mountaineering film directors']"
Joan Chen,"[u'Category:1961 births', u'Category:20th-century American actresses', u'Category:20th-century Chinese actresses', u'Category:21st-century American actresses', u'Category:21st-century Chinese actresses', u'Category:Actresses from Shanghai', u'Category:American actresses of Chinese descent', u'Category:American film actresses', u'Category:American film directors', u'Category:American film directors of Chinese descent']"
Fran Rubel Kuzui,"[u'Category:All articles with unsourced statements', u'Category:All stub articles', u'Category:American film director stubs', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from May 2014', u'Category:Living people', u'Category:New York University alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Jay Roach,"[u'Category:1957 births', u'Category:American Jews', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Artists from Albuquerque, New Mexico', u'Category:Commons category with page title same as on Wikidata', u'Category:Converts to Judaism from Baptist denominations', u'Category:Directors Guild of America Award winners']"
Jim Abrahams,"[u'Category:1944 births', u'Category:All articles with unsourced statements', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from April 2014', u'Category:Filmmakers from Milwaukee', u'Category:Jewish American writers', u'Category:Living people', u'Category:People from Shorewood, Wisconsin']"
Andrew Niccol,"[u'Category:1964 births', u'Category:20th-century New Zealand writers', u'Category:21st-century New Zealand writers', u'Category:Articles with hCards', u'Category:Living people', u'Category:New Zealand film directors', u'Category:New Zealand screenwriters', u'Category:No local image but image on Wikidata', u'Category:People educated at Auckland Grammar School', u'Category:People from Paraparaumu']"
Emile Ardolino,"[u'Category:1943 births', u'Category:1993 deaths', u'Category:AIDS-related deaths in New York', u'Category:All articles with dead external links', u'Category:All stub articles', u'Category:American film director, 1940s birth stubs', u'Category:American film directors', u'Category:American people of Italian descent', u'Category:Articles with dead external links from December 2016', u'Category:Articles with hCards']"
Lewis Teague,"[u'Category:1938 births', u'Category:Articles with hCards', u'Category:Film directors from New York City', u'Category:Horror film directors', u'Category:Living people', u'Category:People from Brooklyn', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers']"
Daniel Espinosa,"[u'Category:1977 births', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:CS1 Swedish-language sources (sv)', u'Category:English-language film directors', u'Category:European film director stubs', u'Category:Living people', u'Category:Male screenwriters', u'Category:People from Huddinge Municipality', u'Category:Swedish film biography stubs']"
Martin Ritt,"[u'Category:1914 births', u'Category:1990 deaths', u'Category:20th-century American male actors', u'Category:All articles needing additional references', u'Category:American Jews', u'Category:American male stage actors', u'Category:American theatre directors', u'Category:Articles needing additional references from October 2010', u'Category:Articles with IBDb links', u'Category:Articles with hCards']"
 Kris Pearn,
Paul Brickman,"[u'Category:1949 births', u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from November 2013', u'Category:Claremont McKenna College alumni', u'Category:Living people']"
William Shatner,"[u'Category:1931 births', u'Category:20th-century Canadian male actors', u'Category:20th-century Canadian novelists', u'Category:21st-century Canadian male actors', u'Category:21st-century Canadian novelists', u'Category:All articles with unsourced statements', u'Category:Anglophone Quebec people', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from October 2014']"
James Gray,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Robert Altman,"[u'Category:1925 births', u'Category:2006 deaths', u'Category:20th-century dramatists and playwrights', u'Category:AC with 15 elements', u'Category:Academy Honorary Award recipients', u'Category:All articles with dead external links', u'Category:American atheists', u'Category:American film directors', u'Category:American film editors', u'Category:American film producers']"
Michael Patrick King,"[u'Category:1954 births', u'Category:American male screenwriters', u'Category:American people of Irish descent', u'Category:American television directors', u'Category:American television producers', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with hCards', u'Category:LGBT directors', u'Category:LGBT writers from the United States', u'Category:Living people']"
Dwight H. Little,"[u'Category:1956 births', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from June 2010', u'Category:Living people', u'Category:People from Cleveland', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
 Lana Wachowski,"[u'Category:1960s births', u'Category:20th-century American writers', u'Category:21st-century American women writers', u'Category:All BLP articles lacking sources', u'Category:All articles to be expanded', u'Category:All articles with unsourced statements', u'Category:American comics writers', u'Category:American film producers', u'Category:American people of Polish descent', u'Category:American women film directors']"
Bernard Murray Jr.,
John McTiernan,"[u'Category:1951 births', u'Category:21st-century American criminals', u'Category:All NPOV disputes', u'Category:All articles covered by WikiProject Wikify', u'Category:All articles needing style editing', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:All pages needing cleanup', u'Category:American film directors', u'Category:American film producers']"
Carlo Carlei,"[u'Category:1960 births', u'Category:All BLP articles lacking sources', u'Category:All articles to be expanded', u'Category:All stub articles', u'Category:Articles needing translation from Italian Wikipedia', u'Category:Articles to be expanded from April 2016', u'Category:BLP articles lacking sources from March 2016', u'Category:Italian film director stubs', u'Category:Italian film directors', u'Category:Living people']"
Harold Ramis,"[u'Category:1944 births', u'Category:2014 deaths', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:American film directors', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American people of Jewish descent']"
 Michael Haigney,
Yorgos Lanthimos,"[u'Category:1973 births', u'Category:21st-century Greek writers', u'Category:All BLP articles lacking sources', u'Category:All articles with a promotional tone', u'Category:Articles containing Greek-language text', u'Category:Articles with a promotional tone from July 2016', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from July 2016', u'Category:CS1 Greek-language sources (el)', u'Category:CS1 uses Greek-language script (el)']"
Richard Fleischer,"[u'Category:1916 births', u'Category:2006 deaths', u'Category:American film directors', u'Category:American people of Austrian-Jewish descent', u'Category:American people of Polish-Jewish descent', u'Category:Articles with hCards', u'Category:Brown University alumni', u'Category:Film directors from New York City', u'Category:Fleischer family', u'Category:People from Brooklyn']"
 Ronnie Del Carmen,"[u'Category:1959 births', u'Category:Articles with hCards', u'Category:Artists from Cavite', u'Category:Commons category with local link same as on Wikidata', u'Category:Filipino animators', u'Category:Filipino comics artists', u'Category:Filipino film directors', u'Category:Living people', u'Category:Pages using deprecated image syntax', u'Category:People from Cavite City']"
Barbet Schroeder,"[u'Category:1941 births', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:French film directors', u'Category:French male film actors', u'Category:French people of German descent', u'Category:French people of Swiss descent', u'Category:Living people', u'Category:People associated with Charles Bukowski', u'Category:People from Tehran']"
Paul W.S. Anderson,"[u'Category:1965 births', u'Category:All BLP articles lacking sources', u'Category:Alumni of the University of Warwick', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from September 2011', u'Category:Commons category with page title same as on Wikidata', u'Category:English expatriates in the United States', u'Category:English film directors', u'Category:English male writers', u'Category:English screenwriters']"
 Will Speck,"[u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with VIAF identifiers', u'Category:Year of birth missing (living people)']"
Betty Thomas,"[u'Category:1947 births', u'Category:20th-century American actresses', u'Category:Actresses from St. Louis', u'Category:American film actresses', u'Category:American film directors', u'Category:American film producers', u'Category:American television actresses', u'Category:American television directors', u'Category:American women film directors', u'Category:Articles with hCards']"
James Foley,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Garry Marshall,"[u'Category:1934 births', u'Category:2016 deaths', u'Category:20th-century writers', u'Category:All articles needing additional references', u'Category:All articles to be expanded', u'Category:All articles with unsourced statements', u'Category:American Lutherans', u'Category:American Presbyterians', u'Category:American film directors of Italian descent', u'Category:American film producers']"
Charles Hage,
Jennifer Chambers Lynch,"[u'Category:1968 births', u'Category:All Wikipedia articles in need of updating', u'Category:All articles containing potentially dated statements', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American music video directors', u'Category:American people of Finnish descent', u'Category:American screenwriters', u'Category:American television directors']"
Raymond De Felitta,"[u'Category:1964 births', u'Category:American film directors', u'Category:American male musicians', u'Category:American male screenwriters', u'Category:American screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from New York City', u'Category:Use dmy dates from October 2011', u'Category:Wikipedia articles with BNF identifiers']"
Atom Egoyan,"[u'Category:1960 births', u'Category:All articles with unsourced statements', u'Category:Armenian film directors', u'Category:Articles containing Armenian-language text', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2016', u'Category:Articles with unsourced statements from November 2009', u'Category:Best Director Genie and Canadian Screen Award winners', u'Category:Best Screenplay Genie and Canadian Screen Award winners', u'Category:Canadian film directors']"
Bruce Robinson,"[u'Category:1946 births', u'Category:Alumni of the Central School of Speech and Drama', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:English film directors', u'Category:English screenwriters', u'Category:EngvarB from August 2014', u'Category:Living people', u'Category:People from Broadstairs', u'Category:Use dmy dates from August 2014']"
Scott P. Levy,
Alan Poul,"[u'Category:1954 births', u'Category:All stub articles', u'Category:American film directors', u'Category:American film producers', u'Category:American television directors', u'Category:American television producer stubs', u'Category:American television producers', u'Category:Articles with hCards', u'Category:Articles with inconsistent citation formats', u'Category:LGBT directors']"
Debbie Tucker Green,"[u'Category:British dramatists and playwrights', u'Category:British women film directors', u'Category:Living people', u'Category:Place of birth missing (living people)', u'Category:Year of birth missing (living people)']"
Max Nichols,
Brian Levant,"[u'Category:1952 births', u'Category:All BLP articles lacking sources', u'Category:All articles lacking in-text citations', u'Category:All stub articles', u'Category:American film director, 1950s birth stubs', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:American television producers']"
Billy Wilder,"[u'Category:1906 births', u'Category:2002 deaths', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male journalists', u'Category:American male screenwriters', u'Category:American people of Polish-Jewish descent', u'Category:Articles with IBDb links', u'Category:Articles with hCards']"
Terrence Malick,"[u'Category:1943 births', u'Category:AFI Conservatory alumni', u'Category:All articles with unsourced statements', u'Category:Alumni of Magdalen College, Oxford', u'Category:American Rhodes Scholars', u'Category:American film directors', u'Category:American film producers', u'Category:American freelance journalists', u'Category:American male screenwriters', u'Category:American people of Lebanese-Assyrian descent']"
Paul Mazursky,"[u'Category:1930 births', u'Category:2014 deaths', u'Category:American atheists', u'Category:American film directors', u'Category:American male film actors', u'Category:American people of Ukrainian-Jewish descent', u'Category:Articles with hCards', u'Category:Brooklyn College alumni', u'Category:CAS Filmmaker Award honorees', u'Category:Jewish American male actors']"
Pierre Coffin,"[u'Category:1967 births', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:Biography with signature', u'Category:Bugis people', u'Category:Commons category with local link same as on Wikidata', u'Category:French animators', u'Category:French film director stubs', u'Category:French film directors', u'Category:French people of Bugis descent']"
Kurt Wimmer,"[u'Category:1964 births', u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:American film director, 1960s birth stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from February 2013', u'Category:Living people']"
 Chris Weitz,"[u'Category:1969 births', u'Category:All articles with unsourced statements', u'Category:Alumni of Trinity College, Cambridge', u'Category:American businesspeople', u'Category:American film directors', u'Category:American people of Czech-Jewish descent', u'Category:American people of German-Jewish descent', u'Category:American people of Mexican descent', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from December 2016']"
Michael Roemer,"[u'Category:1928 births', u'Category:American film directors', u'Category:American film producers', u'Category:Harvard University alumni', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:People educated at Bunce Court School', u'Category:People who emigrated to escape Nazism', u'Category:Yale University faculty']"
Wolfgang Petersen,"[u'Category:1941 births', u'Category:Articles with hCards', u'Category:German-language film directors', u'Category:German expatriates in the United States', u'Category:German film directors', u'Category:German television directors', u'Category:Living people', u'Category:People educated at the Gelehrtenschule des Johanneums', u'Category:People from Emden', u'Category:People from the Province of Hanover']"
Aaron Schneider,"[u'Category:All stub articles', u'Category:American cinematographers', u'Category:American film director stubs', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Crossroads School alumni', u'Category:Directors of Live Action Short Film Academy Award winners', u'Category:Living people', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with LCCN identifiers']"
Peter Chelsom,"[u'Category:1956 births', u'Category:20th-century American male actors', u'Category:Alumni of the Central School of Speech and Drama', u'Category:American male film actors', u'Category:Articles with hCards', u'Category:CS1 Italian-language sources (it)', u'Category:Cornell University faculty', u'Category:English-language film directors', u'Category:English film directors', u'Category:English male film actors']"
Paolo Sorrentino,"[u'Category:1970 births', u'Category:Articles with hCards', u'Category:Commons category with page title same as on Wikidata', u'Category:David di Donatello winners', u'Category:Directors of Best Foreign Language Film Academy Award winners', u'Category:English-language film directors', u'Category:Italian-language film directors', u'Category:Italian film directors', u'Category:Italian male writers', u'Category:Italian screenwriters']"
Alex Proyas,"[u'Category:1963 births', u'Category:ARIA Award winners', u'Category:All Wikipedia articles written in Australian English', u'Category:Articles with hCards', u'Category:Australian film directors', u'Category:Australian film producers', u'Category:Australian music video directors', u'Category:Australian people of Greek descent', u'Category:Australian screenwriters', u'Category:Egyptian emigrants to Australia']"
John Maclean,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Mary Harron,"[u'Category:1953 births', u""Category:Alumni of St Anne's College, Oxford"", u'Category:American women screenwriters', u'Category:Articles with hCards', u'Category:Canadian documentary film producers', u'Category:Canadian documentary filmmakers', u'Category:Canadian emigrants to the United States', u'Category:Canadian expatriate film directors in the United States', u'Category:Canadian expatriate writers in the United States', u'Category:Canadian expatriates in the United Kingdom']"
Rodrigo García,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Paul Feig,"[u'Category:1962 births', u'Category:American film directors', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American male writers', u'Category:American people of Jewish descent', u'Category:American stand-up comedians', u'Category:American television directors', u'Category:American television producers']"
Rob Hedden,"[u'Category:1954 births', u'Category:All stub articles', u'Category:American film directors', u'Category:American screenwriter stubs', u'Category:American screenwriters', u'Category:Film directors from Los Angeles', u'Category:Living people', u'Category:People from Los Angeles']"
 Roy William Neill,"[u'Category:1887 births', u'Category:1946 deaths', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:Irish film directors', u'Category:Use dmy dates from October 2016', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Amy Heckerling,"[u'Category:1954 births', u'Category:AFI Conservatory alumni', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American television directors', u'Category:American television producers', u'Category:American television writers', u'Category:American women film directors', u'Category:American women screenwriters']"
Brad Peyton,"[u'Category:1978 births', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:Canadian film directors', u'Category:Canadian television producers', u'Category:Commons category with local link same as on Wikidata', u'Category:Film directors from Newfoundland and Labrador', u'Category:Living people', u'Category:People from Gander, Newfoundland and Labrador', u'Category:Television biography stubs']"
Peter MacDonald,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Russell Mulcahy,"[u'Category:1953 births', u'Category:20th-century Australian writers', u'Category:21st-century Australian writers', u'Category:All Wikipedia articles written in Australian English', u'Category:Articles with hCards', u'Category:Australian music video directors', u'Category:English-language film directors', u'Category:Film directors from Melbourne', u'Category:Gay writers', u'Category:LGBT directors']"
Joseph Sargent,"[u'Category:1925 births', u'Category:2014 deaths', u'Category:American film directors', u'Category:American film producers', u'Category:American television directors', u'Category:Articles using Template:EmmyTVLegends name', u'Category:Articles with hCards', u'Category:Artists from Jersey City, New Jersey', u'Category:Directors Guild of America Award winners', u'Category:Primetime Emmy Award winners']"
Kimberly Peirce,"[u'Category:1967 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American women film directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from October 2012', u'Category:Artists from Harrisburg, Pennsylvania', u'Category:Columbia University School of the Arts alumni', u'Category:LGBT directors', u'Category:LGBT entertainers from the United States']"
Christine Jeffs,"[u'Category:1963 births', u'Category:Articles with hCards', u'Category:Living people', u'Category:New Zealand film directors', u'Category:New Zealand women film directors', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Andrew Jones,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
 Tim Johnson,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Richard Lester,"[u'Category:1932 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American atheists', u'Category:American expatriates in the United Kingdom', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from February 2007', u'Category:Articles with unsourced statements from July 2014', u'Category:Artists from Philadelphia']"
Alexander Mackendrick,"[u'Category:1912 births', u'Category:1993 deaths', u'Category:All articles needing additional references', u'Category:Alumni of the Glasgow School of Art', u'Category:American expatriates in the United Kingdom', u'Category:American film directors', u'Category:American military personnel of World War II', u'Category:American people of Scottish descent', u'Category:Articles needing additional references from July 2011', u'Category:Articles with hCards']"
Adam Rifkin,"[u'Category:1966 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male actors', u'Category:American male writers', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from June 2009', u'Category:Articles with unsourced statements from September 2013', u'Category:Living people']"
Jonathan Hensleigh,"[u'Category:1959 births', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Living people', u'Category:Male television writers', u'Category:Massachusetts lawyers', u'Category:People from Middlesex County, Massachusetts']"
Roland Joffé,"[u'Category:1945 births', u'Category:Articles with French-language external links', u'Category:Articles with hCards', u'Category:British emigrants to France', u'Category:English Jews', u'Category:English agnostics', u'Category:English expatriates in France', u'Category:English film directors', u'Category:English film producers', u'Category:English television directors']"
David Ayer,"[u'Category:1968 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Film directors from California', u'Category:Film directors from Illinois', u'Category:Film directors from Maryland', u'Category:Film directors from Minnesota', u'Category:Living people', u'Category:Pages with citations having bare URLs']"
Alex Kurtzman,"[u'Category:1973 births', u'Category:American male screenwriters', u'Category:American television producers', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Crossroads School alumni', u'Category:Jewish American screenwriters', u'Category:Living people', u'Category:Male television writers', u'Category:Showrunners']"
Tom Hanks,"[u'Category:1956 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American male voice actors']"
Alexandre Aja,"[u'Category:1978 births', u'Category:All articles with failed verification', u'Category:Articles with failed verification from May 2015', u'Category:Articles with hCards', u'Category:Film directors from Paris', u'Category:French Jews', u'Category:French film directors', u'Category:French film producers', u'Category:French male writers', u'Category:French screenwriters']"
Gregory Hoblit,"[u'Category:1944 births', u'Category:All stub articles', u'Category:American film director, 1940s birth stubs', u'Category:American film directors', u'Category:American television directors', u'Category:American television producers', u'Category:Articles with hCards', u'Category:Directors Guild of America Award winners', u'Category:Film directors from Texas', u'Category:Living people']"
W.S. Van Dyke,"[u'Category:1889 births', u'Category:1943 deaths', u'Category:All articles with unsourced statements', u'Category:American Christian Scientists', u'Category:American film directors', u'Category:American people of Dutch descent', u'Category:Articles with hCards', u'Category:Articles with specifically marked weasel-worded phrases from June 2010', u'Category:Articles with unsourced statements from February 2011', u'Category:Articles with unsourced statements from June 2010']"
Jim Field Smith,"[u'Category:1979 births', u'Category:All articles with unsourced statements', u'Category:Alumni of the University of Birmingham', u'Category:Articles with unsourced statements from September 2013', u'Category:English film directors', u'Category:English male radio actors', u'Category:English male writers', u'Category:English television writers', u'Category:Living people', u'Category:Male screenwriters']"
Morten Tyldum,"[u'Category:1967 births', u'Category:Articles with hCards', u'Category:CS1 Norwegian-language sources (no)', u'Category:Living people', u'Category:Norwegian expatriates in the United States', u'Category:Norwegian film directors', u'Category:School of Visual Arts alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers']"
Alan Parker,"[u'Category:1944 births', u'Category:Articles with hCards', u'Category:BAFTA fellows', u'Category:Best Director BAFTA Award winners', u'Category:Commanders of the Order of the British Empire', u'Category:Copywriters', u'Category:English film directors', u'Category:English film producers', u'Category:English screenwriters', u'Category:Knights Bachelor']"
Bennett Miller,"[u'Category:1966 births', u'Category:American documentary film directors', u'Category:American documentary film producers', u'Category:American film directors', u'Category:American film producers', u'Category:Articles containing French-language text', u'Category:Articles with hCards', u'Category:English-language film directors', u'Category:Film directors from New York City', u'Category:Living people']"
Clint Eastwood,"[u'Category:1930 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:AC with 14 elements', u'Category:Akira Kurosawa Award winners', u'Category:All Wikipedia articles written in American English', u'Category:All articles with dead external links', u'Category:All articles with specifically marked weasel-worded phrases', u'Category:All articles with unsourced statements', u'Category:American actor-politicians']"
Rian Johnson,"[u'Category:1973 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2013', u'Category:Commons category with page title same as on Wikidata', u'Category:Directors Guild of America Award winners']"
Eran Creevy,"[u'Category:Articles with hCards', u'Category:English film directors', u'Category:English screenwriters', u'Category:Living people']"
Anthony Waller,"[u'Category:1959 births', u'Category:British film directors', u'Category:Living people', u'Category:People educated at Sidcot School']"
Eric Valette,
Ivan Reitman,"[u'Category:1946 births', u'Category:All articles with unsourced statements', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2011', u'Category:Canadian Jews', u'Category:Canadian expatriate film directors in the United States', u'Category:Canadian film directors', u'Category:Canadian film producers', u'Category:Canadian people of Slovak-Jewish descent', u'Category:Canadian screenwriters']"
David Carson,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
 Rob Minkoff,"[u'Category:1962 births', u'Category:American Jews', u'Category:American animators', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Animation directors', u'Category:Articles with hCards', u'Category:California Institute of the Arts alumni', u'Category:DreamWorks Animation people']"
Michaël R. Roskam,"[u'Category:1972 births', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:Belgian artist stubs', u'Category:Belgian film directors', u'Category:CS1 Dutch-language sources (nl)', u'Category:European film director stubs', u'Category:Living people', u'Category:Magritte Award winners', u'Category:Place of birth missing (living people)']"
Alfonso Cuarón,"[u'Category:1961 births', u'Category:Articles with hCards', u'Category:Best Directing Academy Award winners', u'Category:Best Director AACTA International Award winners', u'Category:Best Director BAFTA Award winners', u'Category:Best Director Empire Award winners', u'Category:Best Director Golden Globe winners', u'Category:Best Film Editing Academy Award winners', u'Category:Directors Guild of America Award winners', u'Category:English-language film directors']"
Theodore Melfi,"[u'Category:American film directors', u'Category:American film directors of Italian descent', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Italian descent', u'Category:Articles with hCards', u'Category:Film directors from New York City', u'Category:Living people', u'Category:People from Brooklyn', u'Category:Year of birth missing (living people)']"
Marcus Nispel,"[u'Category:1963 births', u'Category:Advertising directors', u'Category:All BLP articles lacking sources', u'Category:Articles with French-language external links', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from September 2011', u'Category:German art directors', u'Category:German emigrants to the United States', u'Category:German film directors', u'Category:German music video directors']"
James Wong,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
